model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
MiniMaxAI_MiniMax-M2.5,9616,False,close,19,False,0.0,0.10526315789473684
MiniMaxAI_MiniMax-M2.5,16467,True,deep,9,True,0.0,0.3333333333333333
MiniMaxAI_MiniMax-M2.5,11199,True,close,16,True,0.0,0.1875
MiniMaxAI_MiniMax-M2.5,16120,False,close,19,True,0.05263157894736842,0.2631578947368421
MiniMaxAI_MiniMax-M2.5,1154,False,close,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,62,True,close,15,False,0.13333333333333333,0.0
MiniMaxAI_MiniMax-M2.5,16152,False,deep,19,False,0.0,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,9624,False,close,20,True,0.05,0.0
MiniMaxAI_MiniMax-M2.5,4779,False,close,19,False,0.15789473684210525,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,17775,True,close,15,True,0.06666666666666667,0.06666666666666667
MiniMaxAI_MiniMax-M2.5,4032,False,close,19,True,0.15789473684210525,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,15613,False,close,19,False,0.5263157894736842,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,4784,False,close,20,True,0.0,0.3
MiniMaxAI_MiniMax-M2.5,6359,False,close,17,True,0.11764705882352941,0.5294117647058824
MiniMaxAI_MiniMax-M2.5,9457,False,close,19,True,0.0,0.0
MiniMaxAI_MiniMax-M2.5,10529,False,deep,19,False,0.0,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,6575,True,deep,18,True,0.2222222222222222,0.2777777777777778
MiniMaxAI_MiniMax-M2.5,3411,True,deep,8,False,0.0,0.125
MiniMaxAI_MiniMax-M2.5,15245,True,deep,8,False,0.0,0.5
MiniMaxAI_MiniMax-M2.5,10986,False,deep,18,True,0.0,0.3888888888888889
MiniMaxAI_MiniMax-M2.5,4368,False,deep,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,11263,False,close,19,True,0.0,0.3157894736842105
MiniMaxAI_MiniMax-M2.5,16864,True,close,11,True,0.0,0.18181818181818182
MiniMaxAI_MiniMax-M2.5,17361,False,deep,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,1551,False,deep,19,True,0.10526315789473684,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,16096,True,deep,13,True,0.07692307692307693,0.0
MiniMaxAI_MiniMax-M2.5,9650,True,deep,10,False,0.0,0.2
MiniMaxAI_MiniMax-M2.5,4313,True,deep,10,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,17047,True,close,4,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,11006,False,close,19,False,0.0,0.42105263157894735
MiniMaxAI_MiniMax-M2.5,9433,True,close,11,False,0.09090909090909091,0.09090909090909091
MiniMaxAI_MiniMax-M2.5,15508,False,close,19,True,0.10526315789473684,0.0
MiniMaxAI_MiniMax-M2.5,1261,True,close,7,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,11459,False,deep,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,11921,False,close,19,True,0.0,0.0
MiniMaxAI_MiniMax-M2.5,15790,False,deep,19,False,0.0,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,11384,False,close,19,True,0.0,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,6380,False,close,19,True,0.05263157894736842,0.7368421052631579
MiniMaxAI_MiniMax-M2.5,6606,False,deep,19,True,0.05263157894736842,0.10526315789473684
MiniMaxAI_MiniMax-M2.5,11016,False,deep,19,False,0.0,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,1725,False,deep,18,True,0.16666666666666666,0.1111111111111111
MiniMaxAI_MiniMax-M2.5,1066,False,close,19,False,0.0,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,6543,False,deep,19,True,0.05263157894736842,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,11697,False,deep,19,True,0.0,0.10526315789473684
MiniMaxAI_MiniMax-M2.5,5807,False,deep,20,True,0.05,0.25
MiniMaxAI_MiniMax-M2.5,9949,False,deep,19,False,0.10526315789473684,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,17257,False,close,19,True,0.05263157894736842,0.0
MiniMaxAI_MiniMax-M2.5,1136,True,deep,9,True,0.0,0.1111111111111111
MiniMaxAI_MiniMax-M2.5,12016,False,close,19,False,0.05263157894736842,0.0
MiniMaxAI_MiniMax-M2.5,10981,True,deep,11,False,0.09090909090909091,0.18181818181818182
MiniMaxAI_MiniMax-M2.5,546,True,close,16,False,0.0625,0.25
MiniMaxAI_MiniMax-M2.5,16249,False,deep,19,False,0.2631578947368421,0.0
MiniMaxAI_MiniMax-M2.5,6347,False,close,20,True,0.0,0.6
