game_id,target_property,sampling_hypothesis,distance_group,distance,success,guess_count,turns_to_solution,total_turns,max_turns_reached,positive_testing_queries,negative_testing_queries,unlabeled_test_queries,total_test_queries,positive_testing_bias,filtered_positive_testing_queries,filtered_negative_testing_queries,filtered_labeled_test_queries,filtered_positive_testing_bias,conclusive_falsification_turns,evaluable_conclusive_falsification_turns,conclusive_falsification_rate
9616,body_part,sense_organ,close,3,False,1,,20,True,14,5,0,19,0.7368421052631579,12,5,17,0.7058823529411765,9,19,0.47368421052631576
16467,plant,conifer,deep,6,True,1,10,10,False,6,3,0,9,0.6666666666666666,2,3,5,0.4,7,9,0.7777777777777778
11199,food,pie,close,4,True,1,17,17,False,8,8,0,16,0.5,5,7,12,0.4166666666666667,7,16,0.4375
16120,plant,woody_plant,close,3,False,1,,20,True,17,2,0,19,0.8947368421052632,11,2,13,0.8461538461538461,6,19,0.3157894736842105
1154,animal,aquatic_vertebrate,close,4,False,1,,20,True,13,6,0,19,0.6842105263157895,12,3,15,0.8,5,19,0.2631578947368421
62,animal,vertebrate,close,3,True,1,16,16,False,11,4,0,15,0.7333333333333333,9,2,11,0.8181818181818182,5,15,0.3333333333333333
16152,plant,conifer,deep,6,False,1,,20,True,12,7,0,19,0.631578947368421,9,4,13,0.6923076923076923,4,19,0.21052631578947367
9624,body_part,sense_organ,close,3,False,0,,20,True,18,2,0,20,0.9,16,1,17,0.9411764705882353,2,20,0.1
4779,artifact,electrical_device,close,4,False,1,,20,True,14,5,0,19,0.7368421052631579,6,2,8,0.75,9,19,0.47368421052631576
17775,plant,angiosperm,close,4,True,1,16,16,False,11,4,0,15,0.7333333333333333,9,2,11,0.8181818181818182,5,15,0.3333333333333333
4032,body_part,internal_organ,close,3,False,1,,20,True,18,1,0,19,0.9473684210526315,12,0,12,1.0,6,19,0.3157894736842105
15613,plant,tree,close,4,False,1,,20,True,17,2,0,19,0.8947368421052632,4,1,5,0.8,7,19,0.3684210526315789
4784,artifact,electrical_device,close,4,False,0,,20,True,14,6,0,20,0.7,11,1,12,0.9166666666666666,3,20,0.15
6359,artifact,bag,close,4,False,3,,20,True,10,7,0,17,0.5882352941176471,3,1,4,0.75,6,17,0.35294117647058826
9457,body_part,muscle,close,4,False,1,,20,True,15,4,0,19,0.7894736842105263,15,4,19,0.7894736842105263,5,19,0.2631578947368421
10529,food,sugar,deep,6,False,1,,20,True,6,13,0,19,0.3157894736842105,4,8,12,0.3333333333333333,5,19,0.2631578947368421
6575,artifact,ship,deep,7,True,2,20,20,False,13,5,0,18,0.7222222222222222,6,2,8,0.75,11,18,0.6111111111111112
3411,animal,New_World_warbler,deep,8,True,1,9,9,False,4,4,0,8,0.5,1,2,3,0.3333333333333333,5,8,0.625
15245,plant,cycad,deep,5,True,1,9,9,False,4,4,0,8,0.5,1,1,2,0.5,2,8,0.25
10986,food,ice_cream,deep,6,False,2,,20,True,12,6,0,18,0.6666666666666666,7,4,11,0.6363636363636364,4,18,0.2222222222222222
4368,body_part,bone,deep,5,False,1,,20,True,11,8,0,19,0.5789473684210527,4,2,6,0.6666666666666666,2,19,0.10526315789473684
11263,food,pie,close,4,False,1,,20,True,9,10,0,19,0.47368421052631576,6,7,13,0.46153846153846156,10,19,0.5263157894736842
16864,plant,tree,close,4,True,1,12,12,False,5,6,0,11,0.45454545454545453,2,4,6,0.3333333333333333,6,11,0.5454545454545454
17361,plant,magnolia,deep,6,False,1,,20,True,12,7,0,19,0.631578947368421,11,7,18,0.6111111111111112,8,19,0.42105263157894735
1551,body_part,bone,deep,5,False,1,,20,True,17,2,0,19,0.8947368421052632,11,0,11,1.0,2,19,0.10526315789473684
16096,plant,conifer,deep,6,True,1,14,14,False,9,4,0,13,0.6923076923076923,8,3,11,0.7272727272727273,3,13,0.23076923076923078
9650,body_part,mucous_membrane,deep,5,True,1,11,11,False,8,2,0,10,0.8,7,1,8,0.875,4,10,0.4
4313,body_part,bone,deep,5,True,2,12,12,False,7,3,0,10,0.7,5,3,8,0.625,1,10,0.1
17047,plant,woody_plant,close,3,True,1,5,5,False,2,2,0,4,0.5,1,2,3,0.3333333333333333,2,4,0.5
11006,food,dessert,close,4,False,1,,20,True,11,8,0,19,0.5789473684210527,6,5,11,0.5454545454545454,7,19,0.3684210526315789
9433,body_part,muscle,close,4,True,1,12,12,False,9,2,0,11,0.8181818181818182,7,1,8,0.875,4,11,0.36363636363636365
15508,plant,woody_plant,close,3,False,1,,20,True,13,6,0,19,0.6842105263157895,7,4,11,0.6363636363636364,8,19,0.42105263157894735
1261,animal,vertebrate,close,3,True,1,8,8,False,5,2,0,7,0.7142857142857143,2,1,3,0.6666666666666666,1,7,0.14285714285714285
11459,food,conserve,deep,6,False,1,,20,True,14,5,0,19,0.7368421052631579,12,5,17,0.7058823529411765,3,19,0.15789473684210525
11921,food,bread,close,4,False,1,,20,True,9,10,0,19,0.47368421052631576,9,7,16,0.5625,7,19,0.3684210526315789
15790,plant,fir,deep,7,False,1,,20,True,10,9,0,19,0.5263157894736842,8,8,16,0.5,4,19,0.21052631578947367
11384,food,cake,close,3,False,1,,20,True,15,4,0,19,0.7894736842105263,15,3,18,0.8333333333333334,2,19,0.10526315789473684
6380,artifact,container,close,3,False,1,,20,True,17,2,0,19,0.8947368421052632,4,0,4,1.0,5,19,0.2631578947368421
6606,artifact,warship,deep,8,False,1,,20,True,14,5,0,19,0.7368421052631579,11,5,16,0.6875,4,19,0.21052631578947367
11016,food,ice_cream,deep,6,False,1,,20,True,14,5,0,19,0.7368421052631579,12,4,16,0.75,6,19,0.3157894736842105
1725,animal,shark,deep,8,False,2,,20,True,10,8,0,18,0.5555555555555556,7,4,11,0.6363636363636364,9,18,0.5
1066,animal,aquatic_vertebrate,close,4,False,1,,20,True,12,7,0,19,0.631578947368421,10,4,14,0.7142857142857143,7,19,0.3684210526315789
6543,artifact,ship,deep,7,False,1,,20,True,12,7,0,19,0.631578947368421,10,5,15,0.6666666666666666,7,19,0.3684210526315789
11697,food,beefsteak,deep,5,False,1,,20,True,12,7,0,19,0.631578947368421,10,7,17,0.5882352941176471,6,19,0.3157894736842105
5807,artifact,cutting_implement,deep,5,False,0,,20,True,10,10,0,20,0.5,5,5,10,0.5,8,20,0.4
9949,body_part,artery,deep,6,False,1,,20,True,11,8,0,19,0.5789473684210527,4,4,8,0.5,7,19,0.3684210526315789
17257,plant,woody_plant,close,3,False,1,,20,True,18,1,0,19,0.9473684210526315,13,0,13,1.0,3,19,0.15789473684210525
1136,animal,bony_fish,deep,6,True,1,10,10,False,6,3,0,9,0.6666666666666666,2,3,5,0.4,5,9,0.5555555555555556
12016,food,bread,close,4,False,0,,20,True,15,4,1,20,0.7894736842105263,12,4,16,0.75,3,19,0.15789473684210525
10981,food,frozen_dessert,deep,5,True,1,12,12,False,8,3,0,11,0.7272727272727273,5,2,7,0.7142857142857143,4,11,0.36363636363636365
546,animal,aquatic_vertebrate,close,4,True,2,18,18,False,14,2,0,16,0.875,9,2,11,0.8181818181818182,7,16,0.4375
16249,plant,cedar,deep,7,False,1,,20,True,16,3,0,19,0.8421052631578947,12,2,14,0.8571428571428571,5,19,0.2631578947368421
6347,artifact,bag,close,4,False,0,,20,True,16,4,0,20,0.8,2,0,2,1.0,4,20,0.2
3947,animal,bird_of_prey,deep,5,False,1,,20,True,12,7,0,19,0.631578947368421,11,6,17,0.6470588235294118,8,19,0.42105263157894735
357,animal,mammal,close,4,True,1,5,5,False,2,2,0,4,0.5,1,1,2,0.5,1,4,0.25
5506,artifact,electronic_device,close,4,False,1,,20,True,18,1,0,19,0.9473684210526315,0,0,0,0,14,19,0.7368421052631579
4288,body_part,bone,deep,5,False,2,,20,True,10,8,0,18,0.5555555555555556,8,4,12,0.6666666666666666,8,18,0.4444444444444444
4458,body_part,nose,deep,5,True,1,7,7,False,3,3,0,6,0.5,1,1,2,0.5,1,6,0.16666666666666666
9334,body_part,muscle,close,4,True,1,16,16,False,8,7,0,15,0.5333333333333333,4,2,6,0.6666666666666666,1,15,0.06666666666666667
819,animal,bony_fish,deep,6,False,1,,20,True,11,8,0,19,0.5789473684210527,10,5,15,0.6666666666666666,4,19,0.21052631578947367
3172,animal,vertebrate,close,3,True,1,17,17,False,12,4,0,16,0.75,7,1,8,0.875,7,16,0.4375
3852,animal,hawk,deep,6,False,0,,20,True,10,10,0,20,0.5,2,3,5,0.4,12,20,0.6
3966,animal,Old_World_vulture,deep,7,True,1,8,8,False,2,5,0,7,0.2857142857142857,1,3,4,0.25,3,7,0.42857142857142855
17248,plant,fruit_tree,deep,6,True,1,8,8,False,5,2,0,7,0.7142857142857143,4,1,5,0.8,2,7,0.2857142857142857
15310,plant,tree,close,4,False,1,,20,True,17,2,0,19,0.8947368421052632,16,1,17,0.9411764705882353,4,19,0.21052631578947367
10994,food,dessert,close,4,False,1,,20,True,9,10,0,19,0.47368421052631576,6,8,14,0.42857142857142855,11,19,0.5789473684210527
2971,animal,New_World_flycatcher,deep,7,False,1,,20,True,16,3,0,19,0.8421052631578947,12,2,14,0.8571428571428571,6,19,0.3157894736842105
10237,food,condiment,deep,5,False,1,,20,True,16,3,0,19,0.8421052631578947,10,1,11,0.9090909090909091,9,19,0.47368421052631576
12095,food,flatbread,deep,5,True,1,11,11,False,3,7,0,10,0.3,2,4,6,0.3333333333333333,6,10,0.6
5224,artifact,measuring_instrument,deep,5,False,1,,20,True,17,2,0,19,0.8947368421052632,5,0,5,1.0,9,19,0.47368421052631576
658,animal,aquatic_vertebrate,close,4,False,1,,20,True,17,2,0,19,0.8947368421052632,14,2,16,0.875,7,19,0.3684210526315789
1943,animal,shark,deep,8,True,1,15,15,False,6,8,0,14,0.42857142857142855,5,5,10,0.5,6,14,0.42857142857142855
16414,plant,woody_plant,close,3,True,1,6,6,False,2,3,0,5,0.4,2,2,4,0.5,2,5,0.4
4348,body_part,bone,deep,5,False,1,,20,True,14,5,0,19,0.7368421052631579,8,1,9,0.8888888888888888,6,19,0.3157894736842105
10838,food,dessert,close,4,True,1,10,10,False,7,2,0,9,0.7777777777777778,6,1,7,0.8571428571428571,2,9,0.2222222222222222
9596,body_part,sense_organ,close,3,False,1,,20,True,13,6,0,19,0.6842105263157895,6,4,10,0.6,6,19,0.3157894736842105
3743,animal,bird_of_prey,deep,5,True,1,6,6,False,2,3,0,5,0.4,1,3,4,0.25,3,5,0.6
4875,artifact,painting,deep,5,False,0,,20,True,17,3,0,20,0.85,1,0,1,1.0,12,20,0.6
11376,food,cake,close,3,False,1,,20,True,17,2,0,19,0.8947368421052632,17,2,19,0.8947368421052632,5,19,0.2631578947368421
5516,artifact,electronic_device,close,4,False,3,,20,True,14,3,0,17,0.8235294117647058,7,1,8,0.875,7,17,0.4117647058823529
15598,plant,larch,deep,7,False,1,,20,True,9,9,1,19,0.5,7,8,15,0.4666666666666667,9,18,0.5
11059,food,pudding,deep,5,False,1,,20,True,13,6,0,19,0.6842105263157895,13,6,19,0.6842105263157895,8,19,0.42105263157894735
2806,animal,vertebrate,close,3,True,1,7,7,False,4,2,0,6,0.6666666666666666,3,0,3,1.0,1,6,0.16666666666666666
6607,artifact,ship,deep,7,False,1,,20,True,17,2,0,19,0.8947368421052632,13,1,14,0.9285714285714286,2,19,0.10526315789473684
3192,animal,bird,close,4,False,1,,20,True,18,1,0,19,0.9473684210526315,13,0,13,1.0,5,19,0.2631578947368421
16469,plant,tree,close,4,True,1,19,19,False,13,5,0,18,0.7222222222222222,13,3,16,0.8125,2,18,0.1111111111111111
5184,artifact,measuring_instrument,deep,5,False,1,,20,True,15,4,0,19,0.7894736842105263,10,3,13,0.7692307692307693,4,19,0.21052631578947367
5652,artifact,stringed_instrument,deep,5,True,1,5,5,False,1,3,0,4,0.25,1,2,3,0.3333333333333333,2,4,0.5
4465,body_part,sense_organ,close,3,True,1,6,6,False,3,2,0,5,0.6,0,1,1,0.0,1,5,0.2
5757,artifact,cutter,deep,6,False,1,,20,True,12,7,0,19,0.631578947368421,10,6,16,0.625,6,19,0.3157894736842105
10074,body_part,blood_vessel,deep,5,True,1,9,9,False,4,4,0,8,0.5,4,2,6,0.6666666666666666,1,8,0.125
5265,artifact,musical_instrument,close,4,True,1,16,16,False,11,4,0,15,0.7333333333333333,6,2,8,0.75,2,15,0.13333333333333333
4450,body_part,sense_organ,close,3,False,2,,20,True,13,5,0,18,0.7222222222222222,6,2,8,0.75,4,18,0.2222222222222222
5653,artifact,musical_instrument,close,4,False,1,,20,True,13,6,0,19,0.6842105263157895,4,1,5,0.8,6,19,0.3157894736842105
6396,artifact,container,close,3,False,1,,20,True,15,4,0,19,0.7894736842105263,4,1,5,0.8,5,19,0.2631578947368421
4020,body_part,internal_organ,close,3,False,1,,20,True,15,3,1,19,0.8333333333333334,13,1,14,0.9285714285714286,2,18,0.1111111111111111
10858,food,dessert,close,4,False,0,,20,True,8,12,0,20,0.4,8,9,17,0.47058823529411764,8,20,0.4
15611,plant,conifer,deep,6,False,1,,20,True,10,9,0,19,0.5263157894736842,4,6,10,0.4,8,19,0.42105263157894735
12377,food,sweet_roll,deep,6,False,0,,20,True,14,6,0,20,0.7,14,4,18,0.7777777777777778,5,20,0.25
9670,body_part,ocular_muscle,deep,5,True,1,16,16,False,9,6,0,15,0.6,8,5,13,0.6153846153846154,5,15,0.3333333333333333
