model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
deepseek-ai_DeepSeek-V3.1,9616,True,close,16,False,0.0625,0.0
deepseek-ai_DeepSeek-V3.1,16467,False,deep,14,False,0.14285714285714285,0.0
deepseek-ai_DeepSeek-V3.1,11199,True,close,8,False,0.125,0.0
deepseek-ai_DeepSeek-V3.1,16120,True,close,9,True,0.2222222222222222,0.2222222222222222
deepseek-ai_DeepSeek-V3.1,1154,False,close,18,True,0.1111111111111111,0.1111111111111111
deepseek-ai_DeepSeek-V3.1,62,True,close,10,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,16152,True,deep,7,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,9624,False,close,17,False,0.058823529411764705,0.11764705882352941
deepseek-ai_DeepSeek-V3.1,4779,False,close,16,False,0.0,0.125
deepseek-ai_DeepSeek-V3.1,17775,False,close,18,True,0.1111111111111111,0.2777777777777778
deepseek-ai_DeepSeek-V3.1,4032,False,close,16,False,0.0,0.0625
deepseek-ai_DeepSeek-V3.1,15613,False,close,18,True,0.3333333333333333,0.3333333333333333
deepseek-ai_DeepSeek-V3.1,4784,False,close,17,False,0.0,0.058823529411764705
deepseek-ai_DeepSeek-V3.1,6359,False,close,17,True,0.11764705882352941,0.47058823529411764
deepseek-ai_DeepSeek-V3.1,9457,False,close,18,True,0.05555555555555555,0.05555555555555555
deepseek-ai_DeepSeek-V3.1,10529,False,deep,16,False,0.0,0.0625
deepseek-ai_DeepSeek-V3.1,6575,True,deep,16,False,0.125,0.0625
deepseek-ai_DeepSeek-V3.1,3411,False,deep,16,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,15245,True,deep,7,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,10986,True,deep,16,True,0.0,0.1875
deepseek-ai_DeepSeek-V3.1,4368,True,deep,13,False,0.0,0.15384615384615385
deepseek-ai_DeepSeek-V3.1,11263,True,close,15,False,0.0,0.06666666666666667
deepseek-ai_DeepSeek-V3.1,16864,False,close,17,True,0.0,0.11764705882352941
deepseek-ai_DeepSeek-V3.1,17361,True,deep,9,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,1551,False,deep,17,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,16096,True,deep,15,True,0.06666666666666667,0.06666666666666667
deepseek-ai_DeepSeek-V3.1,9650,True,deep,11,False,0.09090909090909091,0.09090909090909091
deepseek-ai_DeepSeek-V3.1,4313,False,deep,15,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,17047,True,close,8,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,11006,True,close,9,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,9433,True,close,8,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,15508,False,close,18,True,0.05555555555555555,0.2777777777777778
deepseek-ai_DeepSeek-V3.1,1261,True,close,12,True,0.0,0.08333333333333333
deepseek-ai_DeepSeek-V3.1,11459,True,deep,13,False,0.07692307692307693,0.07692307692307693
deepseek-ai_DeepSeek-V3.1,11921,False,close,18,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,15790,True,deep,6,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,11384,True,close,15,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,6380,False,close,16,True,0.4375,0.25
deepseek-ai_DeepSeek-V3.1,6606,False,deep,18,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,11016,False,deep,18,True,0.0,0.2222222222222222
deepseek-ai_DeepSeek-V3.1,1725,False,deep,18,False,0.2777777777777778,0.16666666666666666
deepseek-ai_DeepSeek-V3.1,1066,False,close,16,True,0.0,0.0625
deepseek-ai_DeepSeek-V3.1,6543,False,deep,18,True,0.0,0.05555555555555555
deepseek-ai_DeepSeek-V3.1,11697,True,deep,10,False,0.0,0.1
deepseek-ai_DeepSeek-V3.1,5807,False,deep,17,True,0.17647058823529413,0.29411764705882354
deepseek-ai_DeepSeek-V3.1,9949,True,deep,17,True,0.0,0.058823529411764705
deepseek-ai_DeepSeek-V3.1,17257,False,close,18,True,0.05555555555555555,0.0
deepseek-ai_DeepSeek-V3.1,1136,True,deep,5,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,12016,False,close,17,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,10981,False,deep,17,False,0.058823529411764705,0.29411764705882354
deepseek-ai_DeepSeek-V3.1,546,True,close,11,True,0.0,0.2727272727272727
deepseek-ai_DeepSeek-V3.1,16249,False,deep,16,True,0.0,0.25
deepseek-ai_DeepSeek-V3.1,6347,False,close,16,True,0.0,0.0625
deepseek-ai_DeepSeek-V3.1,3947,True,deep,13,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,357,True,close,6,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,5506,False,close,19,True,0.5263157894736842,0.47368421052631576
deepseek-ai_DeepSeek-V3.1,4288,False,deep,18,True,0.05555555555555555,0.2222222222222222
deepseek-ai_DeepSeek-V3.1,4458,True,deep,6,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,9334,True,close,10,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,819,False,deep,18,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,3172,True,close,3,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,3852,False,deep,18,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,3966,False,deep,16,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,17248,True,deep,9,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,15310,False,close,17,True,0.0,0.29411764705882354
deepseek-ai_DeepSeek-V3.1,10994,True,close,16,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,2971,False,deep,18,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,10237,True,deep,14,False,0.07142857142857142,0.07142857142857142
deepseek-ai_DeepSeek-V3.1,12095,True,deep,13,False,0.0,0.07692307692307693
deepseek-ai_DeepSeek-V3.1,5224,False,deep,18,True,0.2222222222222222,0.16666666666666666
deepseek-ai_DeepSeek-V3.1,658,True,close,14,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,1943,True,deep,12,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,16414,True,close,5,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,4348,False,deep,16,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,10838,False,close,17,True,0.0,0.17647058823529413
deepseek-ai_DeepSeek-V3.1,9596,True,close,17,True,0.23529411764705882,0.4117647058823529
deepseek-ai_DeepSeek-V3.1,3743,False,deep,18,True,0.0,0.1111111111111111
deepseek-ai_DeepSeek-V3.1,4875,False,deep,19,True,0.5789473684210527,0.3157894736842105
deepseek-ai_DeepSeek-V3.1,11376,False,close,18,False,0.0,0.1111111111111111
deepseek-ai_DeepSeek-V3.1,5516,False,close,18,False,0.1111111111111111,0.1111111111111111
deepseek-ai_DeepSeek-V3.1,15598,False,deep,17,False,0.0,0.058823529411764705
deepseek-ai_DeepSeek-V3.1,11059,True,deep,3,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,2806,False,close,17,True,0.0,0.058823529411764705
deepseek-ai_DeepSeek-V3.1,6607,False,deep,16,True,0.0,0.125
deepseek-ai_DeepSeek-V3.1,3192,False,close,17,False,0.0,0.29411764705882354
deepseek-ai_DeepSeek-V3.1,16469,False,close,17,True,0.17647058823529413,0.23529411764705882
deepseek-ai_DeepSeek-V3.1,5184,False,deep,14,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,5652,False,deep,16,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,4465,False,close,17,True,0.058823529411764705,0.35294117647058826
deepseek-ai_DeepSeek-V3.1,5757,False,deep,17,True,0.0,0.0
deepseek-ai_DeepSeek-V3.1,10074,False,deep,16,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,5265,False,close,16,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,4450,True,close,15,True,0.06666666666666667,0.13333333333333333
deepseek-ai_DeepSeek-V3.1,5653,False,close,17,False,0.058823529411764705,0.11764705882352941
deepseek-ai_DeepSeek-V3.1,6396,False,close,16,True,0.0,0.625
deepseek-ai_DeepSeek-V3.1,4020,False,close,18,False,0.05555555555555555,0.2777777777777778
deepseek-ai_DeepSeek-V3.1,10858,False,close,18,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,15611,True,deep,13,False,0.0,0.0
deepseek-ai_DeepSeek-V3.1,12377,False,deep,18,True,0.1111111111111111,0.2222222222222222
deepseek-ai_DeepSeek-V3.1,9670,True,deep,14,False,0.0,0.0
